species	taxidlist
cygnus_olor	[8869, 8867, 2068722, 8830, 8826, 1549675, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
cynoglossus_semilaevis	[244447, 106173, 603456, 30947, 30942, 8252, 1489904, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
cynomys_gunnisoni	[45479, 45478, 337730, 337726, 55153, 33553, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
cyprinodon_tularosa	[77115, 28741, 136838, 136836, 8076, 8087, 28738, 1489913, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
cyprinodon_variegatus	[28743, 28741, 136838, 136836, 8076, 8087, 28738, 1489913, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
cyprinus_carpio	[7962, 7961, 2743694, 7953, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danaus_plexippus	[13037, 151542, 13036, 344705, 30248, 127218, 33415, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danaus_plexippus_plexippus	[278856, 13037, 151542, 13036, 344705, 30248, 127218, 33415, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danio_aesculapii	[1142201, 7954, 2743711, 2743709, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danio_jaintianensis	[1982067, 7954, 2743711, 2743709, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danio_kyathit	[242068, 7954, 2743711, 2743709, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danio_rerio	[7955, 7954, 2743711, 2743709, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danionella_dracula	[623740, 432408, 2743711, 2743709, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
danionella_translucida	[623744, 432408, 2743711, 2743709, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
daphoenositta_chrysoptera	[254528, 254527, 254526, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dascyllus_trimaculatus	[50790, 50744, 30863, 1489909, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dasyornis_broadbenti	[243059, 243058, 1931078, 1931080, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dasyprocta_punctata	[34846, 34845, 30646, 33550, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dasypus_novemcinctus	[9361, 9360, 9359, 948951, 9348, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
datnioides_undecimradiatus	[1333648, 428445, 428444, 1489929, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
daubentonia_madagascariensis	[31869, 13038, 30613, 376916, 376911, 9443, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
deilephila_porcellus	[644661, 283833, 523176, 82617, 7128, 37569, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
delphinapterus_leucas	[9749, 9748, 9747, 9722, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dendrolimus_punctatus	[238572, 151303, 151316, 7096, 37569, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
denticeps_clupeoides	[299321, 299320, 299319, 1489459, 32446, 282425, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dermacentor_andersoni	[34620, 34619, 426437, 6939, 297308, 6935, 6934, 6933, 6854, 6843, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dermatemys_mawii	[55550, 55549, 55548, 1579283, 1579336, 1579337, 8464, 8459, 2841271, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dermochelys_coriacea	[27794, 27793, 27792, 27791, 1579336, 1579337, 8464, 8459, 2841271, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
desmodus_rotundus	[9430, 9429, 40237, 9415, 30560, 9397, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diachrysia_chrysitis	[179674, 179673, 95186, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diadophis_punctatus_similis	[158812, 158804, 158806, 1390229, 34989, 8570, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diarsia_rubi	[987925, 320033, 2555566, 95179, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dicaeum_eximium	[667154, 135426, 667167, 175121, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dicentrarchus_labrax	[13489, 13488, 42148, 1489923, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dicerorhinus_sumatrensis_sumatrensis	[310712, 89632, 89631, 9803, 9787, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diceros_bicornis	[9805, 9804, 9803, 9787, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diceros_bicornis_minor	[77932, 9805, 9804, 9803, 9787, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dicrurus_megarhynchus	[450177, 107204, 175027, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diglossa_brunneiventris	[547948, 62192, 400783, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dinomys_branickii	[108858, 108857, 108856, 33550, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diphyllodes_magnificus	[28716, 28715, 9149, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
diplodus_sargus	[38941, 38940, 8169, 1489931, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dipodomys_merriami	[94247, 10016, 38662, 10015, 1963757, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dipodomys_ordii	[10020, 10016, 38662, 10015, 1963757, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dipodomys_stephensi	[323379, 10016, 38662, 10015, 1963757, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dolichotis_patagonum	[29091, 29090, 10139, 33550, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dolichovespula_media	[881891, 7440, 7439, 7438, 34725, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dolichovespula_saxonica	[85443, 7440, 7439, 7438, 34725, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dolichovespula_sylvestris	[85444, 7440, 7439, 7438, 34725, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dolomedes_plantarius	[257759, 93701, 93700, 74972, 94020, 74971, 6905, 6893, 6854, 6843, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
donacobius_atricapilla	[237420, 237419, 55417, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dromaius_novaehollandiae	[8790, 8789, 8788, 8784, 8783, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dromas_ardeola	[458190, 458189, 458188, 8906, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dromiciops_gliroides	[33562, 33561, 30660, 38607, 9263, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
drymodes_brunneopygia	[626378, 626377, 38563, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dryobotodes_eremita	[988106, 988105, 572922, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dryoscopus_gambensis	[85069, 85068, 85067, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dugong_dugon	[29137, 29136, 29135, 9774, 311790, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
dunaliella_primolecta	[257627, 3044, 3043, 3042, 2812636, 3166, 2692248, 3041, 33090, 2759, 131567, 1]
dunckerocampus_dactyliophorus	[161453, 587050, 129914, 72045, 1489884, 129912, 1489883, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
echeneis_naucrates	[173247, 173246, 173245, 1489907, 1489904, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
echinops_telfairi	[9371, 9370, 176113, 9369, 311790, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eclectus_roratus	[176024, 176023, 9224, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ectemnius_continuus	[1126389, 421297, 421285, 288410, 253722, 253718, 2153468, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ectemnius_lituratus	[2495015, 421297, 421285, 288410, 253722, 253718, 2153468, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ectropis_grisescens	[1530245, 248898, 82596, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
edolisoma_coerulescens	[2585810, 2071345, 880551, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
egretta_garzetta	[188379, 56073, 8899, 9205, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eilema_depressum	[987419, 464722, 132199, 30225, 695564, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eilema_sororculum	[987424, 464722, 132199, 30225, 695564, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eimeria_tenella	[5802, 5800, 5799, 423054, 75739, 5796, 1280412, 5794, 33630, 2698737, 2759, 131567, 1]
elaphurus_davidianus	[43332, 43331, 34878, 9850, 35500, 9845, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
electrophorus_electricus	[8005, 8004, 30771, 1489620, 8002, 186628, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
elephantulus_edwardii	[28737, 28736, 28735, 28734, 311790, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
elephas_maximus	[9783, 9782, 9780, 9779, 311790, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eleutheronema_tetradactylum	[210139, 210138, 30917, 1489905, 1489904, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
elgaria_multicarinata_webbii	[159646, 71008, 52221, 51964, 1329922, 1330543, 8548, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
emberiza_elegans	[160761, 30424, 400781, 62155, 9133, 175121, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
embiotoca_jacksoni	[100190, 100189, 50791, 1489909, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
emmelina_monodactyla	[467774, 467773, 186112, 186111, 104493, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
empidonax_alnorum	[209618, 28729, 28728, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
empidonax_traillii	[164674, 28729, 28728, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
emydocephalus_ijimae	[34996, 34995, 292440, 34989, 8570, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
emydura_subglobosa	[251359, 44499, 8461, 8460, 8459, 2841271, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
endotricha_flammealis	[1101095, 1101094, 299347, 7135, 37573, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
engystomops_pustulosus	[76066, 365332, 613091, 8372, 8417, 8416, 8342, 41666, 8292, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
enhydra_lutris_kenyoni	[391180, 34882, 34881, 169417, 9655, 379584, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ennomos_fuscantarius	[722662, 214128, 82596, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ennomos_quercinarius	[875883, 214128, 82596, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
entomyzon_cyanotis	[266349, 266348, 9146, 1931080, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eonycteris_spelaea	[58065, 58064, 77241, 9398, 30559, 9397, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eopsaltria_australis	[44318, 44317, 38563, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ephestia_elutella	[1373157, 943732, 40083, 7135, 37573, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epicampocera_succincta	[569040, 569039, 179426, 43917, 27474, 43755, 43742, 43738, 480117, 480118, 43733, 7203, 7147, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epinephelus_coioides	[94232, 94231, 1505891, 274794, 30871, 1489943, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epinephelus_fuscoguttatus	[293821, 94231, 1505891, 274794, 30871, 1489943, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epinephelus_lanceolatus	[310571, 94231, 1505891, 274794, 30871, 1489943, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epinephelus_moara	[300413, 94231, 1505891, 274794, 30871, 1489943, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epinephelus_tukula	[327770, 94231, 1505891, 274794, 30871, 1489943, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epinotia_nisella	[989769, 29054, 581385, 81687, 7139, 37568, 104430, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
epistrophe_grossulariae	[1352479, 414810, 115274, 43838, 34680, 43740, 43737, 480117, 480118, 43733, 7203, 7147, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
eptesicus_fuscus	[29078, 29077, 9431, 30560, 9397, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
equus_asinus	[9793, 9789, 9788, 9787, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
